"Y","A","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185"
154.745514357233,1,1,1,9,20,11,14,18,-0.52,0,22,2,16,20,18,20,18,8,0,3,9,9,7,9,6,7,8,2,9,132,14,1,1,0,6,1,2,72,1,2,244,6,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,-1,166.7,166.7,166.7,166.7,148.1,185.2,90,80,80,90,90,100,153.8,153.8,153.8,173.1,173.1,192.3,100,100,100,100,100,-10,-10,-10,-10,-10,9,9,9,8,8,9,9,9,2,18,153.8,153.8,173.1,192.3,153.8,173.1,100,100,100,100,80,10,1,1,-10,-10,-10,-10,-10,-10,178.6,178.6,178.6,178.6,142.9,142.9,100,80,80,90,90,100,169.5,169.5,169.5,169.5,169.5,152.5,100,100,100,100,100,-10,-10,-10,-10,-10,2,1,0,0,1,166.7,166.7,166.7,166.7,166.7,166.7,-10,-10,-10,-10,-10,-10,100,100,100,100,100,100,100,90,90,100,90,-10,120,120,120,120,90,-10,-10,-10,-10,-10
24.4318003927496,0,1,1,19,15,5,15,7,0.31,0,25,4,20,10,20,20,10,20,0,2,5,6,7,-1,3,6,3,2,14,176,9,162,1,26892,2,2,7,79,53,1,197,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,-1,20,10,22,20,15,13,19,10,18,20,13,20,14,20,18,18,20,10,7,10,9,8,8,7,9,8,9,9,8,5,6,5,5,4,6,3,0,3,8,7,8,8,6,5,6,9,8,9,6,7,3,3,20,15,20,15,15,15,20,15,20,15,15,15,20,15,20,15,15,15,20,15,20,15,15,15,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
18.1667131525093,0,0,1,15,19,13,13,10,0.26,1,24,2,20,21,21,22,6,10,1,10,9,9,9,8,8,9,8,2,9,231,4,78,42,25020,2,5,3,153,1,2,299,3,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,6,-1,20,15,25,15,15,10,20,15,25,15,15,10,30,15,20,15,10,10,8,8,8,8,8,7,7,7,7,7,7,8,8,7,8,7,7,7,2,8,25,10,20,15,15,15,8,9,8,9,8,8,1,2,20,20,15,20,10,15,25,10,15,20,15,15,25,15,15,15,10,20,25,15,20,15,15,10,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
84.0892842015224,1,1,1,14,20,5,5,7,0.57,0,23,4,20,20,20,20,20,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,56,4,15,50,25026,2,1,9,31,64,3,61,3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,-1,17,18,28,27,5,5,65,0,8,15,0,12,50,5,10,20,5,10,6,9,9,10,7,6,9,10,9,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,1,2,-1,-1,-1,-1,-1,-1,22,15,20,22,11,10,40,10,10,15,5,20,30,10,10,20,10,20,7,9,10,9,7,6,8,10,9,7,5,1,1,1,1,30,15,25,20,5,5,70,5,5,10,5,5,40,5,10,15,5,25,30,5,15,20,20,10,6,9,10,9,7,6,9,10,8,7
25.3537501092542,0,1,1,19,15,13,3,11,0.11,0,29,4,10,20,25,25,10,10,0,3,5,4,5,2,3,6,4,2,14,216,11,161,1,26892,6,1,2,155,19,2,3,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,-1,30,0,30,30,10,0,50,0,30,20,0,0,0,30,30,0,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,6,0,3,10,8,10,8,1,1,7,2,10,8,10,6,3,2,50,0,0,50,0,0,50,5,30,10,0,5,100,0,0,0,0,0,30,30,30,0,10,0,4,5,10,10,10,7,8,7,7,8,3,2,1,1,1,50,5,30,15,5,5,50,5,45,0,0,0,60,10,30,0,0,0,30,10,60,0,0,0,5,6,8,10,7,7,2,7,3,7
153.819333501724,1,1,1,7,16,13,9,5,-0.4,1,23,2,16,16,16,18,18,16,0,4,6,7,4,7,4,4,7,2,7,218,11,1,1,0,2,3,5,170,100,2,241,2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,-1,190.5,190.5,190.5,190.5,95.2,142.9,90,70,60,70,40,80,152.2,195.7,195.7,195.7,87,173.9,70,90,70,90,60,-10,-10,-10,-10,-10,9,9,9,7,7,8,9,7,0,4,209.3,162.8,186,186,116.3,139.5,60,80,90,70,60,8,1,2,-10,-10,-10,-10,-10,-10,177.8,200,200,177.8,111.1,133.3,90,80,60,70,50,70,152.2,195.7,195.7,173.9,108.7,173.9,60,90,90,70,60,-10,-10,-10,-10,-10,0,0,0,-1,-1,162.8,186,186,162.8,116.3,186,-10,-10,-10,-10,-10,-10,90,70,70,90,70,70,80,80,80,90,70,-10,70,80,90,80,70,-10,-10,-10,-10,-10
7.18326120670627,0,0,1,15,19,10,10,5,0.17,0,30,1,30,25,20,15,5,5,1,7,7,10,10,7,3,9,5,2,12,66,7,18,60,27395,2,1,6,132,181,1,357,6,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,4,-1,35,0,35,10,10,10,50,0,0,0,50,0,80,0,0,20,0,0,8,9,9,9,7,8,9,9,9,7,5,8,7,5,8,3,6,6,2,1,60,0,20,10,10,0,8,10,8,8,6,4,1,3,60,-1,30,30,-1,10,60,0,30,10,0,0,50,20,10,0,20,0,70,0,0,30,0,0,7,9,8,8,6,8,8,8,8,8,1,0,1,1,0,40,0,20,20,0,20,60,0,30,10,0,0,60,0,0,0,40,0,60,0,0,40,0,0,7,8,8,8,7,7,9,8,9,8
84.588526018177,1,0,1,21,22,2,2,17,-0.58,0,32,2,50,0,10,30,0,10,0,5,6,5,5,5,3,5,5,2,6,180,6,158,1,0,4,1,2,59,1,3,95,10,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,8,-1,20,20,10,15,5,30,30,20,20,10,10,10,40,10,10,10,10,20,3,9,9,9,7,3,9,9,6,6,9,9,8,10,8,7,8,5,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1,1,10,20,10,25,5,30,10,20,10,20,10,30,30,20,10,20,10,10,30,20,10,15,10,15,3,8,9,8,8,3,7,7,6,6,0,0,0,-1,-1,15,15,15,15,15,25,15,15,15,15,15,25,25,20,10,15,10,15,25,20,10,15,10,15,6,9,5,7,5,3,8,8,5,5
59.7923235571389,1,1,1,21,22,17,12,6,-0.07,0,24,2,10,15,30,20,15,10,0,7,7,7,6,8,6,6,5,2,8,88,6,217,51,25533,4,9,7,203,165,2,284,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,-1,20,16,16,17,16,15,20,16,16,17,16,15,20,16,16,17,16,15,7,9,9,8,9,7,9,8,9,9,1,8,8,4,7,1,1,2,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,30,15,15,15,15,10,30,15,15,15,15,10,25,20,15,15,15,10,25,20,15,15,15,10,7,8,8,8,8,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
132.391131769126,1,1,1,9,20,11,10,2,0.06,1,22,2,16,20,18,20,18,8,0,10,7,9,10,10,7,10,9,2,10,199,11,1,1,0,2,8,2,96,232,2,14,2,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,-1,212.8,170.2,212.8,127.7,63.8,212.8,100,40,80,70,10,40,122.4,204.1,204.1,163.3,163.3,142.9,70,100,70,100,100,-10,-10,-10,-10,-10,6,8,9,6,9,8,7,6,2,-1,263.2,157.9,184.2,210.5,26.3,157.9,70,90,90,70,90,7,3,3,-10,-10,-10,-10,-10,-10,263.2,210.5,210.5,210.5,26.3,78.9,100,60,70,70,20,40,115.4,192.3,192.3,173.1,192.3,134.6,70,80,100,50,100,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
97.6124531306351,0,0,1,7,16,15,15,1,0.48,0,23,4,11.11,17.78,17.78,17.78,17.78,17.78,1,8,8,8,8,8,8,9,9,2,11,176,9,1,1,0,2,8,4,169,261,1,133,7,10,7,8,8,6,6,6,1,6,8,7,7,8,6,6,3,2,7,-1,153.8,173.1,173.1,173.1,173.1,153.8,90,90,90,90,90,90,166.7,166.7,166.7,166.7,166.7,166.7,80,90,90,90,90,-10,-10,-10,-10,-10,5,9,7,5,7,5,5,5,0,-1,160,180,180,180,180,120,80,90,90,90,90,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,2,1,2,-1,153.8,173.1,173.1,173.1,173.1,153.8,-10,-10,-10,-10,-10,-10,90,90,90,90,90,90,90,90,90,90,90,-10,80,90,90,90,90,-10,-10,-10,-10,-10
